,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details
125,Riyadh,   حي العارض ,شمال,250.00,0.00,5.00,5.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,80000.00,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
127,Riyadh,   حي الملقا ,جنوب,250.00,2.00,5.00,5.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,90000.00,"للايجار دبلكس في حي الملقا 
العمر سنتين
الدبلكس مكون من:

الدور الارضي:-
صالة
مجلس
مقلط
مطبخ
غرفة اضافية
مدخل خاص للسيارة
حوش

الدور الاول:-
٤ غرف نوم
صالة علوية
دورتين مياه
غرفة ملابس

السطح:-
غرفة تخزين
غرفة خادمة
وغرفة غسيل

المطبخ و٦ مكيفات راكبة..."
128,Riyadh,   حي العارض ,جنوب,300.00,2.00,4.00,5.00,2.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,80000.00,"للإيجار فلة مفصوله درج صالة في حي العارض غرب طريق ابوبكر جنوب طريق ريحانة

مساحة الفلة 300م 
شارع 20م جنوبي 

*مكونات الفلة 
الدور الارضي 
مجلس _ صالة طعام _ صالة رئيسة _ مطبخ _ دورتين مياه 
الدور الاول 
غرفتين نوم بدوره مياه _ غرفتين نوم كل غرفة بدو..."
129,Riyadh,   حي اليرموك ,غرب,375.00,7.00,4.00,5.00,2.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,65000.00,"فيلا درج داخلي ايجااااار
حي اليرموك تحت استقبال وفوق 3 غرف نوم
الايجار دفعه وااااحده"
130,Riyadh,   حي العارض ,شمال,250.00,0.00,5.00,4.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,80000.00,"== للايجار فيلا دبلكس راقية جدا وموقعها ممتاز بحى العارض 

== مواصفات الفيلا ،،،،،

،،،،الدور الارضي،،،،،،

== حوش امامي، ،، وحوش صغير خلفى ،،، مجلس رجال ،،، صاله عائلية ،،، مطبخ راكب يفتح على الصاله والحوش ،،،

،،،الدور العلوي،،،،،

== ٤ اربعه اجنحة..."
132,Riyadh,   حي النرجس ,شمال,300.00,0.00,4.00,3.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,70000.00,"للايجار فيلا درج صاله 
في حي النرجس 
قريبه جدا  كن المسجد
مساحه ٣٠٠متر 
الارضي
مجلس رجال بدورة مياه 
وصاله 
وغرفه كبار سن 
ومطبخ 
وحوش كبير 
الدور العلوي 
ثلاث غرف نوم مستر 
كل غرفه بحمام 
وصاله  
ومطبخ صغير 
والسطح 
غرفه كبيره بحمام 
وسطح كبير 
مطبخ..."
136,Riyadh,   حي العارض ,جنوب,300.00,0.00,4.00,2.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,80000.00,"للايجار فيلا  في حي العارض ٣٠٠ م
 
- الدور الارضي : 
صالة ومجلس ومقلط 

ودرج داخلي

- الدور الاول : ٤ غرف نوم 
  
- غرفة سائق

الايجار: ٨٠ الف ريال"
137,Riyadh,   حي العارض ,شمال,250.00,0.00,5.00,5.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,80000.00,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
143,Riyadh,   حي القيروان ,شرق,300.00,0.00,2.00,5.00,3.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,80000.00,"✨للايجار 
✨ دور  🔷 وشقة 

الموقع : القيروان
شمال طريق الملك سلمان
المساحة : 300م 
الواجهة : شرقيه شارع 20م

🌟المواصفات :

♦️الدور الاول من :
مجلس مع دورة مياه ومغاسل-صالة كبيرة، ومطبخ نظام مفتوح  مع مستودع
غرفتين نوم بينهم دورة مياه، 

♦️الدور الثا..."
153,Riyadh,   حي العارض ,شمال,250.00,0.00,5.00,5.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,80000.00,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
154,Riyadh,   حي العارض ,شرق,300.00,0.00,5.00,4.00,2.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,85000.00,"للايجار فيلا دوبلكس في حي العارض 
الفيلا مكون من مجلس ومقلط وصاله 
وحوش ومستودع و٢دورات مياء ومطبخ راكب ومكيفات راكبه 
والدور العلوي في ٣غرف نوم منهم واحده ماستر وغرفتين بنهم دورات مياه والسطح في مجلس وغرفه شغاله وغرفة غسيل وسطح كبير السعر ٨٥الف"
158,Riyadh,   حي الرائد ,جنوب,375.00,8.00,4.00,5.00,2.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,100000.00,"فيلا كامله للإيجار الدور الارضي مكون من ملحق خارجي مدخل سياره مجلس رجال وغرفة طعام ومجلس حريم وصاله وعدد ٢ مطبخ 
الدور الاول العلوي مكون من ٤ غرف نوم وصاله ومطبخ صغير
الدور الثالث مكون من غرفة شغاله وسطح خاص راكب مكيفات وراكب مطابخ السعر100 الف ريال ..."
159,Riyadh,   حي الصحافة ,شمال شرقي,250.00,7.00,4.00,5.00,2.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,95000.00,"للايجار فيلا في الياسمين مربع ١٥
مساحة ٢٥٠ متر
زاوية شماليه شرقي
شوارع ١٥
تتكون من
استقبال كامل الدور الأرضي وغرفة كبار السن
الدور الاول ٣غرف نوم
السطح غرفة نوم
وغرفة خادمه وسطح
السعر ٩٥ الف
و٥الف تأمين"
161,Riyadh,   حي اشبيلية ,جنوب,360.00,6.00,7.00,5.00,2.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,80000.00,"للايجار فلة درج داخلي راكب فيها 4مكيفات سبيلت. 

غرفة سائق + مشب + مجلس + مقلط + دىرة مياة 

صالة كبيرة مجلس نساء + غرفة كبار شخصيات .

مطبخ + مستودع .
الدور العلوي 4 غرف نوم + صالة .
2 ماستر بدورة مياة

غير مقبول الشهري. الدفع على قسطين. 
كاش 75 الف"
162,Riyadh,   حي العقيق ,غرب,318.00,7.00,4.00,4.00,2.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,85000.00,"فيلا للايجار بحي العقيق المساحة 318 متر مربع 
درج داخلي ، الدور الارضي مجلس رجال مقلط صالة مجلس نساء مطبخ دورتين مياه ، الدور الاول صاله و اربع غرف( غرفتين ماستر وغرفتين بحمام مشترك) ، الدور الثاني غرفتين بحمام مشترك والسطح . يوجد ملحق خارجي بدورة مي..."
163,Riyadh,   حي العارض ,شمال,250.00,0.00,5.00,5.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,80000.00,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
164,Riyadh,   حي اليرموك ,جنوب,275.00,10.00,5.00,5.00,2.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,60000.00,"فيلا للإيجار باليرموك الغربي 

الدور الأرضي : - 

مجلس رجال و مجلس نساء ومقلط وصاله ومطبخ و دورتين مياه 

الدور العلوي : - 

صاله و ٤ غرف نوم  منها غرفتين ماستر كل غرفه بحمام

السطح : -

غرفة الشغاله بحمام مع سطح الفيلا


الفيلا قريب منها مسجد و قريب..."
165,Riyadh,   حي اليرموك ,غرب,313.00,6.00,5.00,5.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,65000.00,"فيلا للإيجار باليرموك الغربي 

مساحه ٣١٣ متر شارع ١٥ غربي

الدور الأرضي  : -

غرفة سائق و مدخل سيارة و مشب و مجلس رجال و مجلس نساء 

و مقلط و مطبخ و غرفة كبار السن و ثلاث دورات مياة

الدور الأول : -

ثلاث غرف نوم منها غرفة ما ستر بحمام و غرفتين مع دو..."
167,Riyadh,   حي السليمانية ,شمال,300.00,15.00,4.00,4.00,2.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,90000.00,"فيلا في مجمع سكني مكوَّن من 5 فلل
جميع الفلل للإيجار ، الفلل غير مفروشة
كل فيلا تتكوَّن من 4 غرف نوم و4 حمامات
ومساحة مفتوحة بالدور الأرضي
ومطبخ مزوَّد بخزائن
خدمات: موقف سيارة ، مسبح ، تكييف ، صيانة"
172,Riyadh,   حي النرجس ,جنوب,267.00,3.00,3.00,5.00,2.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,100000.00,"بسم الله الرحمن الرحيم
الرجاء ‏قراءة الإعلان بشكل واضح 
للايجار فله في حي النرجس جنوب طريق الملك سلمان قريبه من طريق عثمان بن عفان رضي الله عنه وقريبه جدا من الخدمات خلف بنده
عباره عن : الدور الأراضي مجلس وغرفة طعام وصالة عائلية ومطبخ ودورتي مياه وال..."
175,Riyadh,   حي العارض ,شمال,250.00,0.00,5.00,5.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,80000.00,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
177,Riyadh,   حي القادسية ,جنوب,300.00,0.00,6.00,4.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,55000.00,"فيلا للايجار جديده
الاستفسار 

0500106264"
178,Riyadh,   حي العارض ,جنوب,300.00,0.00,4.00,4.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,80000.00,"بسم الله الرحمن الرحيم
الرجاء ‏قراءة الإعلان بشكل واضح 
للايجار فله في حي العارض قريبه من طريق الملك عبدالعزيز وقريبه جدا من الخدمات 
عباره عن : ٢ غرف ماستر  وغرفتين بدورة مياه واحدة وصاله ومجلس ومقلط و مكيفات راكبه ومطبخ وغرفة سايق ومدخل سياره 
عداد..."
181,Riyadh,   حي العارض ,جنوب,300.00,0.00,4.00,5.00,2.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,100000.00,"بسم الله
الرجاء ‏قراءة الإعلان بشكل واضح 
للايجار فله حي العارض
دور ارضي کامل استقبال درج داخلي مدخل سياره ملحق خارجي دورة مياه بمغسله مجلس رجال مفتوح ع مقلط بدورة مياه و صالة كبيره ضيافه أم غرفة كبار سن بدورة مياه بمغاسل حديقه تفتح على الصاله وغرفة ..."
184,Riyadh,   حي النرجس ,شمال,300.00,3.00,5.00,5.00,2.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,70000.00,"للايجار فيلا درج صاله 
في حي النرجس 
قريبه جدا  كن المسجد
مساحه ٣٠٠متر 
الارضي
مجلس رجال بدورة مياه 
وصاله 
وغرفه كبار سن 
ومطبخ 
وحوش كبير 
الدور العلوي 
ثلاث غرف نوم مستر 
كل غرفه بحمام 
وصاله  
ومطبخ صغير 
والسطح 
غرفه كبيره بحمام 
وسطح كبير 
مطبخ..."
185,Riyadh,   حي العارض ,شمال,250.00,0.00,5.00,5.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,80000.00,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
190,Riyadh,   حي العارض ,جنوب,300.00,0.00,4.00,5.00,4.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,100000.00,"........فيلا فاخره للايجار  .....بدون اثاث 
         ((((((تفاصيل الفيلا ))))
**الدور الارضي **
&مدخل سياره 
&ملحق خارجي مع مغسله +حمام 
&مجلس رجال +استقبال +مغسله +حمام
&صالة طعام مفتوحه على المجلس 
&صاله كبيره مع +حمام 
&مجلس نساء 
&مطبخ فاخر 
&حدي..."
191,Riyadh,   حي القادسية ,جنوب,372.00,0.00,5.00,4.00,3.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,60000.00,فله للايجار جديدة بداية الشارع الاجار دفعتين
192,Riyadh,   حي القادسية ,جنوب,372.00,0.00,7.00,5.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,60000.00,"للاستفسار واتسسساب فقط رقم الاعلان ( 62)

للايجار فيلا جديده في قادسية الدانه حديدة زاويه تبعد عن طريق الامام 500 متر تقريبا ويبعد عن طريق جابر 2كم تقريبا  
شارع :15  المساحه: 372 

يتكون الدور الارضي : حوش + ملحق خارجي +مدخل سياره+غرفة سائق +مجلس رج..."
193,Riyadh,   حي العارض ,شرق,300.00,3.00,5.00,5.00,2.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,100000.00,"للأيجار فيلا درج صاله في حي دانه الياسمين مكونات الفيلا الأرضي استقبال مدخل سياره مجلس رجال مقلط صاله الدور العلوي خمس غرف نوم وصاله السطح ثلاث غرف نوم. وغرفه شغاله راكب مطبخ  وراكب ١٠ مكيفات   الإيجار  ١٠٠ الف للتواصل جوال ابو يوسف 0503733355"
195,Riyadh,   حي العزيزية ,شرق,282.00,9.00,4.00,2.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55000.00,"يوجد فله كامل للايجار مكونه من دورين وملحقين
كل دور ٤ غرفه وصاله ومطبخ وحمامين
المحلقين مكونه من غرفتين وصاله ومطبخ وحمامين"
198,Riyadh,   حي العارض ,شمال,250.00,0.00,5.00,5.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,80000.00,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
203,Riyadh,   حي الرمال ,جنوب,324.00,0.00,5.00,3.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,70000.00,"فله في الخنيني جديده للايجار موقعها ممتاز و الخدمات قريبها منها قريب منها طريق الامير محمد بن سلمان وطريق جابر الي امتداد طريق التخصصي جنوبيه شارعها ١٥ وتفصيلها ممتاز والله يكتب الي فيه خير لنا ولكم"
204,Riyadh,   حي الرمال ,شمال,300.00,0.00,4.00,5.00,2.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,55000.00,"وااااحه الرمال 

🏡فله للايجار حي الرمال الواحه 🛣️
مساحه 300م
درج داخلي

الدور الارضي:
استقبال مشب
 مجلس رجال 
مقلط
 صاله
  ومجلس نساء 
مطبخ مع مستودع 
ودورتين مياه

الدور الاول:

٤ غرف نوم وصاله و٣ دورات مياه

لايوجد سطح

الفله ايجارها 55000 سنوي
م..."
205,Riyadh,   حي غرناطة ,شرق,330.00,21.00,7.00,4.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,80000.00,"للايجار فله دورين وشقه خلف مااك تبعد عن الدايري الشمالي 400م حي راقي ومكتمل الخدمات الفله مجدده بالكامل من بويات وجبسيه واناره جميع المرافق قريبه منها مدارس وجامع وغيره الموقع صحيح 
وبالامكان تاجير الدورضي والدور العلوي والشقه كلن علئ حده 
التواصل اب..."
208,Riyadh,   حي العارض ,شمال,250.00,0.00,5.00,5.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,80000.00,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
209,Riyadh,   حي القادسية ,جنوب,370.00,0.00,5.00,5.00,2.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,60000.00,"بسم الله مشاء الله  فله للاجار 🎗💥
✍درج داخالي  
📌مساحه 370
📌مدخلين رجال حريم
📌بايكه
📌مشب خارجي
📌حوش
📌صاله 
📌مقلط
📌مطبخ مستودع
📌غرفه كبار سنه ماستر
📌غرفه
📌فوق  🔻🔻🔻🔻 
📌٣ غرف نوم ماستر
📌صاله واسعه      ⭐🌖      60 دفعدين 55 كاش⭐
للتوا..."
